angular_Second_Momentrg1,Contrastrg1,Correlationrg1,SoSVariancerg1,inverse_Diff_Momentrg1,sum_Averagerg1,sum_Variancerg1,sum_Entropyrg1,Entropyrg1,diff_Variancerg1,diff_Entropyrg1,info_M_Correlation_1rg1,info_M_Correlation_2rg1,angular_Second_Momentrg2,Contrastrg2,Correlationrg2,SoSVariancerg2,inverse_Diff_Momentrg2,sum_Averagerg2,sum_Variancerg2,sum_Entropyrg2,Entropyrg2,diff_Variancerg2,diff_Entropyrg2,info_M_Correlation_1rg2,info_M_Correlation_2rg2,angular_Second_Momentrg3,Contrastrg3,Correlationrg3,SoSVariancerg3,inverse_Diff_Momentrg3,sum_Averagerg3,sum_Variancerg3,sum_Entropyrg3,Entropyrg3,diff_Variancerg3,diff_Entropyrg3,info_M_Correlation_1rg3,info_M_Correlation_2rg3,angular_Second_Momentrg4,Contrastrg4,Correlationrg4,SoSVariancerg4,inverse_Diff_Momentrg4,sum_Averagerg4,sum_Variancerg4,sum_Entropyrg4,Entropyrg4,diff_Variancerg4,diff_Entropyrg4,info_M_Correlation_1rg4,info_M_Correlation_2rg4,angular_Second_Momentrg5,Contrastrg5,Correlationrg5,SoSVariancerg5,inverse_Diff_Momentrg5,sum_Averagerg5,sum_Variancerg5,sum_Entropyrg5,Entropyrg5,diff_Variancerg5,diff_Entropyrg5,info_M_Correlation_1rg5,info_M_Correlation_2rg5,angular_Second_Momentrg6,Contrastrg6,Correlationrg6,SoSVariancerg6,inverse_Diff_Momentrg6,sum_Averagerg6,sum_Variancerg6,sum_Entropyrg6,Entropyrg6,diff_Variancerg6,diff_Entropyrg6,info_M_Correlation_1rg6,info_M_Correlation_2rg6,ImageName
1,651080.25,3107962049.9996,2053488.9994,3.4415e-06,2384.25,6103645.25,-2.2204e-16,-2.2204e-16,0.0004386,-2.2204e-16,0,0,1,651080.25,3107962049.9996,2053488.9994,3.4415e-06,2384.25,6103645.25,-2.2204e-16,-2.2204e-16,0.0004386,-2.2204e-16,0,0,1,651080.25,3107962049.9996,2053488.9994,3.4415e-06,2384.25,6103645.25,-2.2204e-16,-2.2204e-16,0.0004386,-2.2204e-16,0,0,1,651080.25,3107962049.9996,2053488.9994,3.4415e-06,2384.25,6103645.25,-2.2204e-16,-2.2204e-16,0.0004386,-2.2204e-16,0,0,1,651080.25,3107962049.9996,2053488.9994,3.4415e-06,2384.25,6103645.25,-2.2204e-16,-2.2204e-16,0.0004386,-2.2204e-16,0,0,1,651080.25,3107962049.9996,2053488.9994,3.4415e-06,2384.25,6103645.25,-2.2204e-16,-2.2204e-16,0.0004386,-2.2204e-16,0,0,382.dcm
1,659774,4077750123.9996,2798928.9994,7.5568e-06,2701,7539150,-2.2204e-16,-2.2204e-16,0.00042176,-2.2204e-16,0,0,1,659774,4077750123.9996,2798928.9994,7.5568e-06,2701,7539150,-2.2204e-16,-2.2204e-16,0.00042176,-2.2204e-16,0,0,1,659774,4077750123.9996,2798928.9994,7.5568e-06,2701,7539150,-2.2204e-16,-2.2204e-16,0.00042176,-2.2204e-16,0,0,1,659774,4077750123.9996,2798928.9994,7.5568e-06,2701,7539150,-2.2204e-16,-2.2204e-16,0.00042176,-2.2204e-16,0,0,1,659774,4077750123.9996,2798928.9994,7.5568e-06,2701,7539150,-2.2204e-16,-2.2204e-16,0.00042176,-2.2204e-16,0,0,1,659774,4077750123.9996,2798928.9994,7.5568e-06,2701,7539150,-2.2204e-16,-2.2204e-16,0.00042176,-2.2204e-16,0,0,387.dcm
1,295233.25,1229924767.4995,864899.9995,6.9466e-06,1609.25,2822043.25,-2.2204e-16,-2.2204e-16,0.00051361,-2.2204e-16,0,0,1,295233.25,1229924767.4995,864899.9995,6.9466e-06,1609.25,2822043.25,-2.2204e-16,-2.2204e-16,0.00051361,-2.2204e-16,0,0,1,295233.25,1229924767.4995,864899.9995,6.9466e-06,1609.25,2822043.25,-2.2204e-16,-2.2204e-16,0.00051361,-2.2204e-16,0,0,1,295233.25,1229924767.4995,864899.9995,6.9466e-06,1609.25,2822043.25,-2.2204e-16,-2.2204e-16,0.00051361,-2.2204e-16,0,0,1,295233.25,1229924767.4995,864899.9995,6.9466e-06,1609.25,2822043.25,-2.2204e-16,-2.2204e-16,0.00051361,-2.2204e-16,0,0,1,295233.25,1229924767.4995,864899.9995,6.9466e-06,1609.25,2822043.25,-2.2204e-16,-2.2204e-16,0.00051361,-2.2204e-16,0,0,390.dcm
1,66501,339641279.9989,435599.9984,0.00041444,1228,1566021,-2.2204e-16,-2.2204e-16,0.0011038,-2.2204e-16,0,0,1,66501,339641279.9989,435599.9984,0.00041444,1228,1566021,-2.2204e-16,-2.2204e-16,0.0011038,-2.2204e-16,0,0,0.33333,58049.5833,1205686180.8438,455965.3317,0.00019704,1330.0833,1825579.6318,1.0986,1.0986,0.0003671,1.0986,-1,0.94281,0.33333,58049.5833,1205686180.8438,455965.3317,0.00019704,1330.0833,1825579.6318,1.0986,1.0986,0.0003671,1.0986,-1,0.94281,0.33333,58049.5833,1205686180.8438,455965.3317,0.00019704,1330.0833,1825579.6318,1.0986,1.0986,0.0003671,1.0986,-1,0.94281,0.33333,58049.5833,1205686180.8438,455965.3317,0.00019704,1330.0833,1825579.6318,1.0986,1.0986,0.0003671,1.0986,-1,0.94281,396.dcm
1,165495.5,641964959.9993,571535.9993,1.492e-05,1324,1883127.5,-2.2204e-16,-2.2204e-16,0.0006689,-2.2204e-16,0,0,1,165495.5,641964959.9993,571535.9993,1.492e-05,1324,1883127.5,-2.2204e-16,-2.2204e-16,0.0006689,-2.2204e-16,0,0,1,165495.5,641964959.9993,571535.9993,1.492e-05,1324,1883127.5,-2.2204e-16,-2.2204e-16,0.0006689,-2.2204e-16,0,0,1,165495.5,641964959.9993,571535.9993,1.492e-05,1324,1883127.5,-2.2204e-16,-2.2204e-16,0.0006689,-2.2204e-16,0,0,1,165495.5,641964959.9993,571535.9993,1.492e-05,1324,1883127.5,-2.2204e-16,-2.2204e-16,0.0006689,-2.2204e-16,0,0,1,165495.5,641964959.9993,571535.9993,1.492e-05,1324,1883127.5,-2.2204e-16,-2.2204e-16,0.0006689,-2.2204e-16,0,0,417.dcm
0.01018,3030.2573,28162621608.505,909493.5708,0.11663,1890.4029,3562748.5325,3.9533,4.6011,4.3692e-05,3.4014,-0.70211,0.99719,0.0095952,4004.4931,30342555269.9709,905064.1906,0.11026,1883.4151,3537712.1379,4.0335,4.6596,3.9724e-05,3.5076,-0.72337,0.99781,0.0090737,5610.3283,32524167709.3007,898662.6067,0.10456,1873.2717,3502396.7175,4.1184,4.7148,3.6358e-05,3.608,-0.74235,0.99828,0.0087564,6790.3992,33789537023.9095,893649.9056,0.10113,1865.6807,3476409.4691,4.1679,4.75,3.4431e-05,3.664,-0.75049,0.99848,0.0086806,7505.0646,34163003118.5499,892096.8313,0.10029,1862.0396,3464538.0753,4.1813,4.7586,3.3949e-05,3.6788,-0.75359,0.99855,0.0084606,8459.1789,35283786407.167,886672.9167,0.097858,1853.3862,3435688.9571,4.2208,4.784,3.2534e-05,3.7249,-0.76206,0.99872,425.dcm
0.33333,39418.25,1710641138.8546,747261.6648,0.0050144,1555.25,2426819.5568,1.0986,1.0986,0.0003494,1.0986,-1,0.94281,0.33333,39418.25,1710641138.8546,747261.6648,0.0050144,1555.25,2426819.5568,1.0986,1.0986,0.0003494,1.0986,-1,0.94281,0.058824,15077.4265,11423904509.3137,823599.4686,0.03927,1749.3971,3070014.4322,2.8128,2.8332,7.5304e-05,2.6701,-0.97058,0.99769,0.055556,15420.9167,11947100695.9729,815839.998,0.037095,1744.8889,3054517.7545,2.8711,2.8904,7.0295e-05,2.7363,-0.97262,0.9979,0.05,18797.075,13050283748.5903,798099.698,0.033488,1718.25,2969904.8135,2.9784,2.9957,6.1987e-05,2.8571,-0.97631,0.99835,0.043478,22411.913,14653598586.2204,770742.0415,0.029134,1683.1304,2859957.7507,3.1204,3.1355,5.2565e-05,3.0149,-0.9804,0.9988,428.dcm
0.33333,12503.4167,547451302.9952,345810.6642,0.0011186,1089.25,1189371.2967,1.0986,1.0986,0.0004803,1.0986,-0.78969,0.89567,0.125,7401.8438,1658898092.8135,351719.3725,0.0042733,1152.4063,1330792.5147,2.0361,2.0794,0.00017881,2.0794,-0.91667,0.98889,0.044466,7816.1981,5204387966.6969,389761.5606,0.016755,1211.6171,1471125.2474,3.0831,3.1133,7.2089e-05,3.0064,-0.96294,0.9986,0.040064,8422.7804,5736763585.167,379283.6272,0.016341,1197.2772,1438747.7872,3.1781,3.2181,6.5894e-05,3.0959,-0.96791,0.9989,0.035897,10772.0327,6213340117.4655,365916.9603,0.014993,1170.8481,1383199.7319,3.295,3.3296,5.9235e-05,3.2062,-0.96901,0.99912,0.030415,12214.8196,6288094983.09,344181.4137,0.020789,1125.0099,1288840.6965,3.4439,3.4947,4.9337e-05,3.3795,-0.95502,0.99922,432.dcm
1,18448.5,227839391.999,274575.9989,0.00043252,969.5,952216.5,-2.2204e-16,-2.2204e-16,0.0010246,-2.2204e-16,0,0,1,18448.5,227839391.999,274575.9989,0.00043252,969.5,952216.5,-2.2204e-16,-2.2204e-16,0.0010246,-2.2204e-16,0,0,0.030835,9598.4023,11017036268.6928,359238.8147,0.0072066,1187.926,1420860.9334,3.4262,3.4802,3.6528e-05,3.3509,-0.98472,0.99945,0.029911,9832.3033,11192650866.5368,355966.3621,0.0070051,1182.0944,1408110.3537,3.4474,3.5105,3.5644e-05,3.3753,-0.98526,0.99947,0.028219,10086.119,11633988523.2384,349036.2722,0.0066258,1170.778,1383345.002,3.5091,3.5686,3.362e-05,3.4317,-0.9837,0.99953,0.026084,10430.6919,12475638530.2256,342129.9666,0.0061635,1163.3305,1368319.0994,3.5931,3.6485,3.0912e-05,3.5135,-0.98538,0.99959,436.dcm
1,46846.5,417658435.9989,586755.998,0.00014006,1392,1964910.5,-2.2204e-16,-2.2204e-16,0.0011481,-2.2204e-16,0,0,1,46846.5,417658435.9989,586755.998,0.00014006,1392,1964910.5,-2.2204e-16,-2.2204e-16,0.0011481,-2.2204e-16,0,0,0.066667,16083.85,7343587148.7612,689225.4645,0.023857,1590.6167,2541837.291,2.6849,2.7081,8.0417e-05,2.6618,-0.93114,0.99661,0.058824,16267.6765,7984596170.1929,674405.5861,0.021087,1576.9118,2499114.9881,2.8128,2.8332,7.0271e-05,2.7924,-0.9407,0.99716,0.05,21013.025,9113089330.8819,649652.7979,0.017971,1540.5,2395859.8332,2.9784,2.9957,5.9025e-05,2.9611,-0.95233,0.99802,0.038462,25890.0481,11224784064.2254,602757.8441,0.013909,1480.5288,2227927.4335,3.2448,3.2581,4.544e-05,3.2181,-0.9663,0.99889,441.dcm
1,49015.5,305315243.9988,478863.998,0.00012117,1218.5,1506367.5,-2.2204e-16,-2.2204e-16,0.0011933,-2.2204e-16,0,0,0.33333,41722.25,958419638.5545,505078.998,9.9513e-05,1245.0833,1560275.7292,1.0986,1.0986,0.00039682,1.0986,-1,0.94281,0.25,36357.25,1387753847.6229,529741.4979,0.00013973,1291.875,1682872.5838,1.3863,1.3863,0.00029726,1.3863,-1,0.96825,0.066667,18481.3833,6317668381.2174,580501.6645,0.005702,1448.3167,2117330.7551,2.7081,2.7081,8.0879e-05,2.6849,-0.96587,0.99732,0.052632,21254.2105,7604533767.4868,545743.6295,0.0054255,1406.8947,2005964.1303,2.9262,2.9444,6.4765e-05,2.908,-0.97506,0.99833,0.05,21524.1875,7947585403.3587,537061.4479,0.0051614,1398.5125,1983259.1029,2.9784,2.9957,6.1298e-05,2.9611,-0.97673,0.99851,484.dcm
0.2,30257.3,2587089728.5965,687138.7978,0.026122,1550.7,2420656.9795,1.6094,1.6094,0.00023148,1.6094,-1,0.9798,0.16667,26618.3333,3171500567.3876,695882.3311,0.02185,1565.8333,2465227.517,1.7918,1.7918,0.00019267,1.7918,-1,0.98601,0.1,28873.775,5005060839.8471,652871.5978,0.01494,1519.175,2325427.8175,2.3026,2.3026,0.00011506,2.3026,-1,0.99499,0.1,28873.775,5005060839.8471,652871.5978,0.01494,1519.175,2325427.8175,2.3026,2.3026,0.00011506,2.3026,-1,0.99499,0.071429,33069,6530715923.8901,604986.855,0.010709,1460.5,2162204.7782,2.6391,2.6391,8.7739e-05,2.5895,-1,0.99745,0.071429,33069,6530715923.8901,604986.855,0.010709,1460.5,2162204.7782,2.6391,2.6391,8.7739e-05,2.5895,-1,0.99745,487.dcm
1,61111.75,425327931.9989,605283.9981,7.1646e-05,1382.75,1943093.75,-2.2204e-16,-2.2204e-16,0.0011062,-2.2204e-16,0,0,0.33333,33711.0833,1563314037.5594,629429.6647,0.00030568,1517.5833,2331043.8189,1.0986,1.0986,0.00036791,1.0986,-1,0.94281,0.2,45784.05,2488834724.5306,656944.398,0.0002699,1487.55,2233750.6016,1.6094,1.6094,0.00022026,1.6094,-1,0.9798,0.1,34773.2,5542115657.1164,699281.898,0.0019564,1557.6,2455427.8888,2.3026,2.3026,0.00010952,2.3026,-1,0.99499,0.1,34773.2,5542115657.1164,699281.898,0.0019564,1557.6,2455427.8888,2.3026,2.3026,0.00010952,2.3026,-1,0.99499,0.090909,32918.0455,6062568227.598,681926.1798,0.0017915,1552.5455,2437255.4566,2.3664,2.3979,0.00010403,2.3664,-1,0.99586,490.dcm
0.11298,4937.4303,3610007095.9137,582246.7848,0.057229,1552.9063,2409651.613,2.1142,2.2008,0.00010979,2.1308,-0.68114,0.96319,0.044974,4291.9259,9691361280.4173,597796.6469,0.049674,1560.4683,2431626.5383,3.0615,3.1074,4.8137e-05,2.9558,-0.86356,0.99619,0.041126,6038.0928,11034924066.2423,601828.3884,0.04577,1576.3369,2484849.9072,3.1523,3.1948,4.4117e-05,3.0411,-0.87937,0.99712,0.041126,6038.0928,11034924066.2423,601828.3884,0.04577,1576.3369,2484849.9072,3.1523,3.1948,4.4117e-05,3.0411,-0.87937,0.99712,0.039203,6160.5849,11789735614.8868,597678.2886,0.043561,1573.5986,2477050.9915,3.2031,3.2436,4.1545e-05,3.0982,-0.88733,0.99751,0.039203,6160.5849,11789735614.8868,597678.2886,0.043561,1573.5986,2477050.9915,3.2031,3.2436,4.1545e-05,3.0982,-0.88733,0.99751,527.dcm
1,68627.5,189195159.9988,280899.9985,0.0020615,948,954787.5,-2.2204e-16,-2.2204e-16,0.001171,-2.2204e-16,0,0,1,68627.5,189195159.9988,280899.9985,0.0020615,948,954787.5,-2.2204e-16,-2.2204e-16,0.001171,-2.2204e-16,0,0,1,68627.5,189195159.9988,280899.9985,0.0020615,948,954787.5,-2.2204e-16,-2.2204e-16,0.001171,-2.2204e-16,0,0,1,68627.5,189195159.9988,280899.9985,0.0020615,948,954787.5,-2.2204e-16,-2.2204e-16,0.001171,-2.2204e-16,0,0,1,68627.5,189195159.9988,280899.9985,0.0020615,948,954787.5,-2.2204e-16,-2.2204e-16,0.001171,-2.2204e-16,0,0,1,68627.5,189195159.9988,280899.9985,0.0020615,948,954787.5,-2.2204e-16,-2.2204e-16,0.001171,-2.2204e-16,0,0,533.dcm
1,18892.5,712272119.999,753423.9983,0.00063903,1672.5,2812116.5,-2.2204e-16,-2.2204e-16,0.00098039,-2.2204e-16,0,0,1,18892.5,712272119.999,753423.9983,0.00063903,1672.5,2812116.5,-2.2204e-16,-2.2204e-16,0.00098039,-2.2204e-16,0,0,0.012422,3597.3226,52193749507.5999,891229.6567,0.039022,1863.239,3466934.0138,4.2151,4.3901,2.5098e-05,3.7814,-0.92659,0.99977,0.011906,3879.5173,54123525298.8998,884383.3878,0.037526,1857.2947,3445478.565,4.2648,4.4326,2.4181e-05,3.8239,-0.93021,0.99979,0.011302,4553.5101,56867135415.2191,874762.8212,0.035599,1849.5233,3417941.5533,4.3134,4.4846,2.2587e-05,3.8871,-0.93088,0.99981,0.010208,6602.3541,63170477074.4595,853301.5884,0.032306,1823.9749,3331212.7759,4.4212,4.5863,2.0095e-05,4.0001,-0.93909,0.99986,536.dcm
0.1,4270.3,7793193301.0447,906657.8983,0.031852,1885.75,3552900.4892,2.2679,2.3026,0.00010366,2.2333,-0.87766,0.99055,0.013333,7955.2833,44354554001.9693,854827.545,0.022697,1834.1033,3360377.5875,4.1384,4.3175,1.9038e-05,3.9667,-0.89621,0.99969,0.0069203,5899.1879,86631536506.9953,930536.3569,0.030328,1906.2707,3632613.3597,4.6988,4.9743,1.5871e-05,4.2358,-0.90014,0.99988,0.0069203,5899.1879,86631536506.9953,930536.3569,0.030328,1906.2707,3632613.3597,4.6988,4.9743,1.5871e-05,4.2358,-0.90014,0.99988,0.0062305,6332.1941,95838467744.3597,912587.284,0.027791,1886.25,3559431.9107,4.8087,5.0793,1.4536e-05,4.3192,-0.90411,0.9999,0.0056338,6672.0941,106285491527.2648,890636.7455,0.025333,1863.9902,3479521.2285,4.9189,5.1798,1.3333e-05,4.4028,-0.91022,0.99992,544.dcm
0.05,3105.6125,31786629304.1251,1406905.1984,0.01906,2349.4625,5509286.9987,2.9437,2.9957,4.8588e-05,2.8571,-0.97659,0.99846,0.035714,3840.5089,43895044382.9879,1377571.2841,0.015794,2323.0268,5386459.3026,3.2827,3.3322,3.4932e-05,3.1837,-0.98492,0.99922,0.02381,5755.5774,63423758140.1868,1323337.2842,0.017462,2272.6131,5159799.601,3.7047,3.7377,2.5856e-05,3.5169,-0.98214,0.99965,0.021277,6770.5851,70326830712.579,1302044.3176,0.016183,2248.0319,5053162.8443,3.8059,3.8501,2.3485e-05,3.6086,-0.98453,0.99973,0.016393,7214.7787,84993220218.3382,1244385.8182,0.017721,2202.5328,4855628.8571,4.0654,4.1109,1.8964e-05,3.8331,-0.97205,0.99982,0.013333,8231.0567,97959952213.2158,1190163.4119,0.015811,2154.7033,4654938.2031,4.2574,4.3175,1.582e-05,4.0179,-0.96948,0.99987,564.dcm
1,60240.5,409286954.999,508368.9986,0.00022009,1290.5,1707270.5,-2.2204e-16,-2.2204e-16,0.001006,-2.2204e-16,0,0,1,60240.5,409286954.999,508368.9986,0.00022009,1290.5,1707270.5,-2.2204e-16,-2.2204e-16,0.001006,-2.2204e-16,0,0,1,60240.5,409286954.999,508368.9986,0.00022009,1290.5,1707270.5,-2.2204e-16,-2.2204e-16,0.001006,-2.2204e-16,0,0,1,60240.5,409286954.999,508368.9986,0.00022009,1290.5,1707270.5,-2.2204e-16,-2.2204e-16,0.001006,-2.2204e-16,0,0,0.0625,43457.4844,8175968127.2445,576986.311,0.00087436,1421.9531,2060847.8142,2.7726,2.7726,6.9795e-05,2.6859,-1,0.99804,0.034483,32010.7328,18666851106.7364,691183.2397,0.0030401,1576.2672,2538723.577,3.3434,3.3673,3.7305e-05,3.2956,-1,0.99941,589.dcm
0.0044214,1804.0382,34083134837.1546,754026.5744,0.1074,1726.8245,2968925.809,4.5702,5.4546,5.0409e-05,3.3907,-0.63985,0.99757,0.0040661,2615.0455,37998638010.9989,749644.8125,0.10115,1718.4273,2941214.9651,4.6858,5.5364,4.481e-05,3.5415,-0.66893,0.99836,0.0039703,2963.7722,39076592136.4884,747487.0157,0.099094,1714.6993,2929171.827,4.7231,5.5597,4.3102e-05,3.593,-0.67716,0.99853,0.0038202,3929.4304,41153232238.7277,742964.29,0.096146,1706.9253,2904785.8848,4.7843,5.5974,4.0485e-05,3.681,-0.69078,0.99881,0.0035953,5338.1446,44397204957.5804,733900.3344,0.091125,1693.8575,2864265.0605,4.8782,5.6567,3.6886e-05,3.806,-0.71076,0.99911,0.0035291,5429.2258,45472240150.8686,730633.3458,0.089595,1691.1598,2855412.9357,4.9046,5.6748,3.5795e-05,3.8452,-0.71663,0.99918,599.dcm
0.0050193,1744.4235,65135492819.0182,917509.372,0.037509,1904.8143,3613257.9712,4.7052,5.3043,2.0264e-05,4.0145,-0.75624,0.99941,0.00412,2167.561,80287583806.8065,907056.2142,0.034182,1893.547,3571333,4.8819,5.5007,1.8287e-05,4.1378,-0.77873,0.99963,0.0032268,4102.0399,101812789163.6794,887291.0356,0.033806,1868.0921,3479581.8762,5.1383,5.7433,1.5617e-05,4.3023,-0.78801,0.99976,0.0030593,4652.0475,108843175280.3296,881397.8547,0.032537,1860.4997,3452676.4128,5.1935,5.7963,1.4866e-05,4.3496,-0.79586,0.9998,0.0028382,5457.444,119332071717.7483,869142.3929,0.030348,1844.5065,3397198.7473,5.2859,5.8709,1.3589e-05,4.4351,-0.80704,0.99985,0.0027675,5921.5126,123309490633.7403,863793.6992,0.029624,1837.369,3373080.9891,5.3183,5.8959,1.3142e-05,4.4697,-0.81214,0.99986,666.dcm
0.0076503,712.9577,34602926214.6777,768148.167,0.084403,1745.9835,3034920.357,4.3955,4.8846,3.8952e-05,3.5036,-0.76116,0.99902,0.0063021,916.7058,42626110326.4119,755044.0711,0.075772,1730.4223,2981435.599,4.6062,5.0766,3.2836e-05,3.6795,-0.78617,0.9994,0.0053558,1343.886,52016633590.6381,738241.5161,0.068574,1709.2772,2910886.2296,4.798,5.2393,2.8527e-05,3.8259,-0.81105,0.99965,0.004658,1701.6086,61711201212.8286,720375.5365,0.062119,1686.3756,2836227.8396,4.9589,5.3778,2.5144e-05,3.9526,-0.83076,0.99978,0.0042432,2033.6116,68996450016.7744,705472.4856,0.057049,1668.2273,2778388.8869,5.0607,5.4703,2.2716e-05,4.0527,-0.84111,0.99984,0.0038963,2720.3555,76195969985.4662,689397.7091,0.052696,1645.5817,2708935.2783,5.1631,5.555,2.0674e-05,4.1526,-0.85013,0.99987,681.dcm
0.083333,4685.3333,4813889272.9989,582644.8309,0.011019,1489.8333,2215979.747,2.4271,2.4849,0.00013108,2.3116,-0.95294,0.99533,0.0625,5700.5469,6268126447.9589,565611.0601,0.0086536,1462.5156,2137575.5626,2.7293,2.7726,9.5414e-05,2.621,-0.96825,0.99745,0.058824,5710.4118,6573448804.7654,560834.8799,0.0081833,1458.7647,2126634.128,2.7924,2.8332,9.0945e-05,2.6701,-0.97058,0.99769,0.037037,11946.5463,8910158291.3255,509768.7755,0.0057539,1374.4907,1904045.1035,3.2573,3.2958,5.4297e-05,3.1675,-0.95214,0.99891,0.032258,13292.3871,9982542635.3146,491895.5461,0.0050495,1345.3548,1829378.11,3.4004,3.434,4.6763e-05,3.311,-0.96002,0.9992,0.03125,13559.1875,10255555120.9094,486819.9353,0.0048993,1338.1563,1811384.7639,3.4332,3.4657,4.5652e-05,3.3358,-0.96166,0.99926,689.dcm
1,18443.75,88726306.4984,195363.9977,0.00021341,765.25,589949.75,-2.2204e-16,-2.2204e-16,0.0016103,-2.2204e-16,0,0,1,18443.75,88726306.4984,195363.9977,0.00021341,765.25,589949.75,-2.2204e-16,-2.2204e-16,0.0016103,-2.2204e-16,0,0,0.25,19304.5625,347032504.0292,192677.7477,0.00035083,749.4375,573353.1024,1.3863,1.3863,0.00040063,1.3863,-1,0.96825,0.25,19304.5625,347032504.0292,192677.7477,0.00035083,749.4375,573353.1024,1.3863,1.3863,0.00040063,1.3863,-1,0.96825,0.032258,10373.4194,4277979508.5862,254862.6426,0.010728,955,934705.0433,3.4228,3.434,5.6145e-05,3.3445,-0.97361,0.99932,0.030303,10397.5455,4462858011.1368,247358.7247,0.010132,944.6364,915285.6214,3.486,3.4965,5.2203e-05,3.4125,-0.9756,0.9994,691.dcm
0.017544,3678.9298,20817001239.52,767921.8927,0.05408,1730.0614,2984055.4861,3.8086,4.0431,3.5713e-05,3.4963,-0.81789,0.99871,0.012121,4997.4699,29578614137.3829,738381.8775,0.050278,1695.4337,2867854.716,4.2187,4.4147,2.7164e-05,3.7774,-0.85898,0.99945,0.011049,5860.2967,33215690484.3444,729385.1409,0.047377,1683.022,2827699.9681,4.3169,4.5071,2.5478e-05,3.8442,-0.8714,0.9996,0.0090496,6355.9144,39310758586.9562,705026.971,0.039302,1653.5045,2732349.1361,4.5087,4.7064,2.0568e-05,4.0673,-0.86511,0.99971,0.0081631,8170.1138,44000265311.7759,689443.7623,0.035582,1629.0041,2658081.6781,4.6215,4.8094,1.8217e-05,4.1787,-0.87882,0.99979,0.0066222,8574.6036,52640926998.9872,651774.0507,0.029429,1586.097,2526378.1827,4.8308,5.0193,1.4716e-05,4.3766,-0.89046,0.99986,695.dcm
0.01356,1323.0513,24248195306.3938,763946.3825,0.076628,1735.3333,3000036.1258,3.96,4.3195,5.1201e-05,3.279,-0.8034,0.99876,0.011401,1725.6984,29211453089.1997,752194.6392,0.06597,1719.7201,2947144.5301,4.1336,4.4902,4.2639e-05,3.4986,-0.82081,0.9992,0.01056,2321.9773,31929483280.6858,744588.5534,0.061366,1709.2904,2912970.2922,4.2226,4.5658,3.8301e-05,3.6014,-0.83706,0.99939,0.009202,3429.5509,37030310246.2396,727063.3873,0.054419,1684.958,2834826.734,4.3795,4.7017,3.1552e-05,3.8028,-0.85309,0.9996,0.0087978,3922.6525,39077416974.2433,719788.3454,0.052169,1673.7924,2800092.0056,4.4317,4.7461,2.9592e-05,3.8678,-0.86122,0.99966,0.0083234,4376.354,41636748153.591,709720.7201,0.0505,1663.0979,2766320.5853,4.5001,4.801,2.7678e-05,3.9288,-0.87036,0.99972,729.dcm
0.066667,1539.3,268514257.6792,71340.0604,0.025339,510.1,259796.3726,2.6156,2.7081,0.00027842,2.5376,-0.95644,0.99689,0.032258,3043.1774,426321592.5461,56294.6074,0.029737,447.8548,204899.0962,3.3445,3.434,0.00013484,3.2328,-0.94651,0.99911,0.029857,2947.9046,454588211.7221,54213.0352,0.027738,441.4657,199262.474,3.4178,3.5114,0.00012342,3.3137,-0.95158,0.99925,0.024448,3274.222,510079125.0507,47724.5126,0.024237,407.1248,175339.9878,3.6268,3.7124,0.00010446,3.4662,-0.96256,0.99953,0.021568,3571.1252,526891081.5677,43415.2942,0.024117,382.6357,159693.6847,3.7554,3.838,9.5297e-05,3.5513,-0.96593,0.99962,0.019551,3532.3486,549352368.308,39865.0922,0.021958,360.2282,146864.7275,3.8544,3.9357,8.5652e-05,3.6424,-0.96827,0.9997,738.dcm
0.0076503,712.9577,34488146477.5351,766396.6523,0.084403,1743.9835,3027958.0053,4.3955,4.8846,3.8993e-05,3.5036,-0.76116,0.99902,0.0063021,916.7058,42484499789.3073,753307.8516,0.075772,1728.4223,2974536.3346,4.6062,5.0766,3.287e-05,3.6795,-0.78617,0.9994,0.0053558,1343.886,51843386360.9024,736525.3244,0.068574,1707.2772,2904072.3129,4.798,5.2393,2.8557e-05,3.8259,-0.81105,0.99965,0.004658,1701.6086,61505101110.8727,718681.0975,0.062119,1684.3756,2829506.1728,4.9589,5.3778,2.517e-05,3.9526,-0.83076,0.99978,0.0042432,2033.6116,68765511518.497,703796.6261,0.057049,1666.2273,2771740.2206,5.0607,5.4703,2.274e-05,4.0527,-0.84111,0.99984,0.0038963,2720.3555,75940078955.7809,687742.3593,0.052696,1643.5817,2702377.6038,5.1631,5.555,2.0695e-05,4.1526,-0.85013,0.99987,742.dcm
